,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
3087,,Iran,2020-03-03T14:23:03,2336.0,77.0,291.0,32.0,53.0
3088,Guangdong,Mainland China,2020-03-03T10:23:10,1350.0,7.0,1101.0,23.3417,113.4244
3089,Henan,Mainland China,2020-03-03T09:43:02,1272.0,22.0,1231.0,33.882,113.614
3090,Zhejiang,Mainland China,2020-03-03T12:33:02,1213.0,1.0,1093.0,29.1832,120.0934
3091,Hunan,Mainland China,2020-03-03T13:03:04,1018.0,4.0,906.0,27.6104,111.7088
3092,Anhui,Mainland China,2020-03-03T14:33:03,990.0,6.0,936.0,31.8257,117.2264
3093,Jiangxi,Mainland China,2020-03-03T02:03:11,935.0,1.0,870.0,27.614,115.7221
3094,Shandong,Mainland China,2020-03-03T07:53:03,758.0,6.0,511.0,36.3427,118.1498
3096,Jiangsu,Mainland China,2020-03-03T11:03:09,631.0,0.0,562.0,32.9711,119.455
3097,Chongqing,Mainland China,2020-03-03T23:13:05,576.0,6.0,490.0,30.0572,107.874
3098,Sichuan,Mainland China,2020-03-03T09:33:02,538.0,3.0,394.0,30.6171,102.7103
3099,Heilongjiang,Mainland China,2020-03-03T13:03:04,480.0,13.0,366.0,47.862,127.7615
3100,Beijing,Mainland China,2020-03-03T02:03:11,414.0,8.0,288.0,40.1824,116.4142
3101,Shanghai,Mainland China,2020-03-03T03:43:02,338.0,3.0,294.0,31.202,121.4491
3102,Hebei,Mainland China,2020-03-03T09:33:02,318.0,6.0,300.0,38.0428,114.5149
3103,Fujian,Mainland China,2020-03-03T13:43:03,296.0,1.0,260.0,26.0789,117.9874
3104,,Japan,2020-03-03T20:03:06,293.0,6.0,43.0,36.0,138.0
3105,Guangxi,Mainland China,2020-03-03T00:23:14,252.0,2.0,202.0,23.8298,108.7881
3106,Shaanxi,Mainland China,2020-03-02T08:03:12,245.0,1.0,216.0,35.1917,108.8701
3107,,France,2020-03-03T15:23:03,204.0,4.0,12.0,47.0,2.0
3108,,Germany,2020-03-03T20:03:06,196.0,0.0,16.0,51.0,9.0
3110,Hainan,Mainland China,2020-03-03T23:43:02,168.0,5.0,155.0,19.1959,109.7453
3111,,Spain,2020-03-03T23:53:03,165.0,1.0,2.0,40.0,-4.0
3117,Hong Kong,Hong Kong,2020-03-03T11:53:01,100.0,2.0,37.0,22.3,114.2
3118,Jilin,Mainland China,2020-03-02T15:03:23,93.0,1.0,83.0,43.6661,126.1923
3119,Gansu,Mainland China,2020-03-03T13:43:03,91.0,2.0,86.0,36.0611,103.8343
3120,Xinjiang,Mainland China,2020-03-03T07:33:03,76.0,3.0,68.0,41.1129,85.2401
3121,Inner Mongolia,Mainland China,2020-03-03T09:23:02,75.0,1.0,59.0,44.0935,113.9448
3122,Ningxia,Mainland China,2020-03-02T01:33:02,74.0,0.0,69.0,37.2692,106.1655
3124,,Switzerland,2020-03-03T16:43:02,56.0,0.0,2.0,46.8182,8.2275
3125,,UK,2020-03-03T15:13:26,51.0,0.0,8.0,55.0,-3.0
3126,,Bahrain,2020-03-02T20:33:02,49.0,0.0,0.0,26.0275,50.55
3130,,Malaysia,2020-03-03T12:33:02,36.0,0.0,22.0,2.5,112.5
3131,,Iraq,2020-03-03T20:03:06,32.0,0.0,0.0,33.0,44.0
3132,,Norway,2020-03-03T14:33:03,32.0,0.0,0.0,60.472,8.4689
3134,,Netherlands,2020-03-03T15:13:26,24.0,0.0,0.0,52.1326,5.2913
3135,,Austria,2020-03-03T15:13:26,21.0,0.0,0.0,47.5162,14.5501
3136,,Sweden,2020-03-03T15:13:26,21.0,0.0,0.0,63.0,16.0
3137,"King County, WA",US,2020-03-03T20:23:05,21.0,6.0,1.0,47.548,-121.9836
3141,New South Wales,Australia,2020-03-03T15:13:26,13.0,0.0,4.0,-33.8688,151.2093
3142,,Belgium,2020-03-03T15:13:26,13.0,0.0,1.0,50.8333,4.0
3143,,Lebanon,2020-03-02T20:53:02,13.0,0.0,0.0,33.8547,35.8623
3144,,Israel,2020-03-03T04:23:07,12.0,0.0,1.0,31.0,35.0
3145,,Oman,2020-03-03T15:23:03,12.0,0.0,2.0,21.0,57.0
3147,,Iceland,2020-03-03T15:13:26,11.0,0.0,0.0,64.9631,-19.0208
3150,,San Marino,2020-03-03T15:23:03,10.0,1.0,0.0,43.9424,12.4578
3151,Victoria,Australia,2020-03-02T00:53:03,9.0,0.0,4.0,-37.8136,144.9631
3152,British Columbia,Canada,2020-03-03T23:53:03,9.0,0.0,3.0,49.2827,-123.1207
3153,,Croatia,2020-03-03T09:53:08,9.0,0.0,0.0,45.1667,15.5
3154,,Ecuador,2020-03-03T15:13:26,7.0,0.0,0.0,-1.8312,-78.1834
3155,,Greece,2020-03-01T23:23:02,7.0,0.0,0.0,39.0742,21.8243
3156,,Qatar,2020-03-03T03:23:03,7.0,0.0,0.0,25.3548,51.1839
3157,,Denmark,2020-03-03T15:13:26,6.0,0.0,0.0,56.2639,9.5018
3159,"Snohomish County, WA",US,2020-03-03T20:23:05,6.0,1.0,0.0,48.033,-121.8339
3160,,Algeria,2020-03-03T03:23:03,5.0,0.0,0.0,28.0339,1.6596
3161,,Czech Republic,2020-03-03T15:13:26,5.0,0.0,0.0,49.8175,15.473
3162,,India,2020-03-02T22:33:09,5.0,0.0,3.0,21.0,78.0
3166,South Australia,Australia,2020-02-29T02:03:10,3.0,0.0,2.0,-34.9285,138.6007
3170,,Romania,2020-03-03T00:23:16,3.0,0.0,0.0,46.0,25.0
3173,,Brazil,2020-02-29T21:03:05,2.0,0.0,0.0,-14.235,-51.9253
3177,,Ireland,2020-03-03T23:53:03,2.0,0.0,0.0,53.1424,-7.6921
3178,,Portugal,2020-03-03T15:33:02,2.0,0.0,0.0,39.3999,-8.2245
3179,,Senegal,2020-03-03T23:53:03,2.0,0.0,0.0,14.4974,-14.4524
3191,,Argentina,2020-03-03T17:43:02,1.0,0.0,0.0,-38.4161,-63.6167
3194,,Belarus,2020-02-28T16:23:03,1.0,0.0,0.0,53.7098,27.9534
3198,,Chile,2020-03-03T20:33:02,1.0,0.0,0.0,-35.6751,-71.543
3201,,Latvia,2020-03-02T20:13:49,1.0,0.0,0.0,56.8796,24.6032
3208,,New Zealand,2020-02-28T16:23:03,1.0,0.0,0.0,-40.9006,174.886
3217,"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,34.0522,-118.2437
3221,"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,33.7879,-117.8531
3222,"Placer County, CA",US,2020-03-02T23:53:02,1.0,0.0,0.0,39.0916,-120.8039
3229,"Westchester County, NY",US,2020-03-03T14:43:03,1.0,0.0,0.0,41.122,-73.7949
3235,Hubei,Mainland China,2020-03-04T12:53:03,67332.0,2871.0,38557.0,30.9756,112.2707
3236,,South Korea,2020-03-04T19:23:03,5621.0,35.0,41.0,36.0,128.0
3237,,Italy,2020-03-04T19:23:03,3089.0,107.0,276.0,43.0,12.0
3238,,Iran,2020-03-04T12:33:03,2922.0,92.0,552.0,32.0,53.0
3239,Guangdong,Mainland China,2020-03-04T10:03:19,1350.0,7.0,1133.0,23.3417,113.4244
3240,Henan,Mainland China,2020-03-04T00:33:05,1272.0,22.0,1234.0,33.882,113.614
3241,Zhejiang,Mainland China,2020-03-04T10:03:19,1213.0,1.0,1114.0,29.1832,120.0934
3242,Hunan,Mainland China,2020-03-04T15:43:02,1018.0,4.0,916.0,27.6104,111.7088
3243,Anhui,Mainland China,2020-03-04T10:03:19,990.0,6.0,956.0,31.8257,117.2264
3244,Jiangxi,Mainland China,2020-03-04T01:33:07,935.0,1.0,884.0,27.614,115.7221
3245,Shandong,Mainland China,2020-03-04T12:53:03,758.0,6.0,516.0,36.3427,118.1498
3247,Jiangsu,Mainland China,2020-03-04T12:53:03,631.0,0.0,577.0,32.9711,119.455
3248,Chongqing,Mainland China,2020-03-04T23:23:01,576.0,6.0,502.0,30.0572,107.874
3249,Sichuan,Mainland China,2020-03-04T12:53:03,538.0,3.0,406.0,30.6171,102.7103
3250,Heilongjiang,Mainland China,2020-03-04T12:53:03,480.0,13.0,373.0,47.862,127.7615
3252,Shanghai,Mainland China,2020-03-04T04:13:08,338.0,3.0,298.0,31.202,121.4491
3253,,Japan,2020-03-04T19:23:03,331.0,6.0,43.0,36.0,138.0
3254,Hebei,Mainland China,2020-03-04T10:03:19,318.0,6.0,301.0,38.0428,114.5149
3255,Fujian,Mainland China,2020-03-04T12:53:03,296.0,1.0,270.0,26.0789,117.9874
3256,,France,2020-03-04T20:43:02,285.0,4.0,12.0,47.0,2.0
3257,,Germany,2020-03-04T19:33:03,262.0,0.0,16.0,51.0,9.0
3258,Guangxi,Mainland China,2020-03-04T00:13:08,252.0,2.0,210.0,23.8298,108.7881
3259,Shaanxi,Mainland China,2020-03-04T15:43:03,245.0,1.0,223.0,35.1917,108.8701
3260,,Spain,2020-03-04T20:43:02,222.0,2.0,2.0,40.0,-4.0
3262,Hainan,Mainland China,2020-03-04T10:03:19,168.0,5.0,158.0,19.1959,109.7453
3264,Tianjin,Mainland China,2020-03-03T11:43:02,136.0,3.0,124.0,39.3054,117.323
3265,Shanxi,Mainland China,2020-03-03T23:13:05,133.0,0.0,124.0,37.5777,112.2922
3267,,Singapore,2020-03-03T15:23:03,110.0,0.0,78.0,1.2833,103.8333
3268,Hong Kong,Hong Kong,2020-03-04T23:23:01,105.0,2.0,37.0,22.3,114.2
3269,Jilin,Mainland China,2020-03-04T10:03:19,93.0,1.0,86.0,43.6661,126.1923
3270,Gansu,Mainland China,2020-03-04T15:43:03,91.0,2.0,87.0,36.0611,103.8343
3271,,Switzerland,2020-03-04T19:33:03,90.0,0.0,3.0,46.8182,8.2275
3272,,UK,2020-03-04T19:33:03,85.0,0.0,8.0,55.0,-3.0
3273,Xinjiang,Mainland China,2020-03-04T15:43:03,76.0,3.0,69.0,41.1129,85.2401
3274,Inner Mongolia,Mainland China,2020-03-04T15:43:03,75.0,1.0,63.0,44.0935,113.9448
3276,,Kuwait,2020-03-02T20:33:02,56.0,0.0,0.0,29.5,47.75
3277,,Norway,2020-03-04T19:33:03,56.0,0.0,0.0,60.472,8.4689
3278,,Bahrain,2020-03-04T19:33:03,52.0,0.0,0.0,26.0275,50.55
3281,,Thailand,2020-03-02T06:23:04,43.0,1.0,31.0,15.0,101.0
3282,Taiwan,Taiwan,2020-03-03T06:43:02,42.0,1.0,12.0,23.7,121.0
3283,,Netherlands,2020-03-04T12:33:03,38.0,0.0,0.0,52.1326,5.2913
3285,,Sweden,2020-03-04T12:33:03,35.0,0.0,0.0,63.0,16.0
3286,"King County, WA",US,2020-03-04T19:53:02,31.0,9.0,1.0,47.548,-121.9836
3287,,Austria,2020-03-04T19:33:03,29.0,0.0,0.0,47.5162,14.5501
3288,,India,2020-03-04T12:33:03,28.0,0.0,3.0,21.0,78.0
3289,,United Arab Emirates,2020-03-03T23:43:02,27.0,0.0,5.0,24.0,54.0
3290,,Iceland,2020-03-04T19:33:03,26.0,0.0,0.0,64.9631,-19.0208
3291,,Belgium,2020-03-04T12:33:03,23.0,0.0,1.0,50.8333,4.0
3293,"Toronto, ON",Canada,2020-03-03T20:03:08,19.0,0.0,2.0,43.6532,-79.3832
3295,,San Marino,2020-03-04T19:33:03,16.0,1.0,0.0,43.9424,12.4578
3297,,Israel,2020-03-04T12:43:03,15.0,0.0,1.0,31.0,35.0
3298,,Oman,2020-03-04T19:33:03,15.0,0.0,2.0,21.0,57.0
3299,,Lebanon,2020-03-04T16:53:02,13.0,0.0,1.0,33.8547,35.8623
3301,British Columbia,Canada,2020-03-04T04:23:05,12.0,0.0,3.0,49.2827,-123.1207
3302,Queensland,Australia,2020-03-03T15:23:03,11.0,0.0,1.0,-28.0167,153.4
3303,"Santa Clara, CA",US,2020-03-03T23:33:03,11.0,0.0,1.0,37.3541,-121.9552
3304,Victoria,Australia,2020-03-04T12:43:03,10.0,0.0,4.0,-37.8136,144.9631
3307,,Ecuador,2020-03-04T19:33:03,10.0,0.0,0.0,-1.8312,-78.1834
3309,"Westchester County, NY",US,2020-03-04T21:23:10,10.0,0.0,0.0,41.122,-73.7949
3310,,Greece,2020-03-04T19:33:03,9.0,0.0,0.0,39.0742,21.8243
3311,,Czech Republic,2020-03-04T19:33:03,8.0,0.0,0.0,49.8175,15.473
3313,"Snohomish County, WA",US,2020-03-04T19:53:02,8.0,1.0,0.0,48.033,-121.8339
3314,"Los Angeles, CA",US,2020-03-04T18:13:18,7.0,0.0,0.0,34.0522,-118.2437
3316,,Finland,2020-03-01T23:23:02,6.0,0.0,1.0,64.0,26.0
3321,,Portugal,2020-03-04T12:43:03,5.0,0.0,0.0,39.3999,-8.2245
3323,,Romania,2020-03-04T00:53:02,4.0,0.0,1.0,46.0,25.0
3325,"Cook County, IL",US,2020-03-02T20:33:02,4.0,0.0,2.0,41.7377,-87.6976
3326,,Azerbaijan,2020-03-01T02:43:03,3.0,0.0,0.0,40.1431,47.5769
3327,,Georgia,2020-03-01T15:43:03,3.0,0.0,0.0,42.3154,43.3569
3330,,Russia,2020-03-02T21:23:04,3.0,0.0,2.0,60.0,90.0
3333,Western Australia,Australia,2020-03-01T02:43:03,2.0,1.0,0.0,-31.9505,115.8605
3334,,Egypt,2020-03-01T23:33:03,2.0,0.0,1.0,26.0,30.0
3335,,Estonia,2020-03-03T23:53:03,2.0,0.0,0.0,58.5953,25.0136
3336,,Hungary,2020-03-04T19:33:03,2.0,0.0,0.0,47.1625,19.5033
3345,"San Diego County, CA",US,2020-02-21T05:43:02,2.0,0.0,1.0,32.7157,-117.1611
3355," Montreal, QC",Canada,2020-02-28T05:23:07,1.0,0.0,0.0,45.5017,-73.5673
3357,,Chile,2020-03-04T01:33:07,1.0,0.0,0.0,-35.6751,-71.543
3368,,Morocco,2020-03-03T15:33:02,1.0,0.0,0.0,31.7917,-7.0926
3373,,Saudi Arabia,2020-03-02T23:53:02,1.0,0.0,0.0,24.0,45.0
3383,"New York City, NY",US,2020-03-02T01:53:03,1.0,0.0,0.0,40.7128,-74.006
3395,Hubei,Mainland China,2020-03-05T14:53:03,67466.0,2902.0,40592.0,30.9756,112.2707
3396,,South Korea,2020-03-05T09:03:09,6088.0,35.0,41.0,36.0,128.0
3397,,Italy,2020-03-05T17:43:03,3858.0,148.0,414.0,43.0,12.0
3398,,Iran,2020-03-05T13:43:04,3513.0,107.0,739.0,32.0,53.0
3399,Guangdong,Mainland China,2020-03-05T09:23:03,1351.0,7.0,1181.0,23.3417,113.4244
3400,Henan,Mainland China,2020-03-05T01:48:26,1272.0,22.0,1239.0,33.882,113.614
3401,Zhejiang,Mainland China,2020-03-05T09:43:03,1215.0,1.0,1124.0,29.1832,120.0934
3402,Hunan,Mainland China,2020-03-05T08:43:03,1018.0,4.0,938.0,27.6104,111.7088
3403,Anhui,Mainland China,2020-03-05T04:33:02,990.0,6.0,970.0,31.8257,117.2264
3404,Jiangxi,Mainland China,2020-03-05T01:16:58,935.0,1.0,901.0,27.614,115.7221
3405,Shandong,Mainland China,2020-03-05T14:53:03,758.0,6.0,578.0,36.3427,118.1498
3406,Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706.0,6.0,10.0,35.4437,139.638
3407,Jiangsu,Mainland China,2020-03-05T14:53:03,631.0,0.0,583.0,32.9711,119.455
3408,Chongqing,Mainland China,2020-03-05T23:23:02,576.0,6.0,512.0,30.0572,107.874
3409,Sichuan,Mainland China,2020-03-05T14:53:03,539.0,3.0,425.0,30.6171,102.7103
3410,,Germany,2020-03-05T17:43:03,482.0,0.0,16.0,51.0,9.0
3411,Heilongjiang,Mainland China,2020-03-05T00:23:06,481.0,13.0,379.0,47.862,127.7615
3412,Beijing,Mainland China,2020-03-04T23:23:01,418.0,8.0,297.0,40.1824,116.4142
3413,,France,2020-03-05T15:13:22,377.0,6.0,12.0,47.0,2.0
3414,,Japan,2020-03-05T13:43:04,360.0,6.0,43.0,36.0,138.0
3415,Shanghai,Mainland China,2020-03-05T06:23:06,339.0,3.0,303.0,31.202,121.4491
3416,Hebei,Mainland China,2020-03-05T14:53:03,318.0,6.0,304.0,38.0428,114.5149
3417,Fujian,Mainland China,2020-03-05T09:33:03,296.0,1.0,277.0,26.0789,117.9874
3418,,Spain,2020-03-05T17:43:03,259.0,3.0,2.0,40.0,-4.0
3419,Guangxi,Mainland China,2020-03-05T10:03:08,252.0,2.0,214.0,23.8298,108.7881
3420,Shaanxi,Mainland China,2020-03-05T06:03:08,245.0,1.0,224.0,35.1917,108.8701
3421,Yunnan,Mainland China,2020-03-03T03:43:02,174.0,2.0,169.0,24.974,101.487
3427,,Singapore,2020-03-05T13:43:04,117.0,0.0,78.0,1.2833,103.8333
3428,,UK,2020-03-05T18:03:03,115.0,1.0,8.0,55.0,-3.0
3429,,Switzerland,2020-03-05T17:43:03,114.0,1.0,3.0,46.8182,8.2275
3430,Hong Kong,Hong Kong,2020-03-05T00:23:07,105.0,2.0,43.0,22.3,114.2
3431,Gansu,Mainland China,2020-03-05T15:13:13,102.0,2.0,87.0,36.0611,103.8343
3432,,Sweden,2020-03-05T18:03:03,94.0,0.0,0.0,63.0,16.0
3433,Jilin,Mainland China,2020-03-05T14:53:03,93.0,1.0,88.0,43.6661,126.1923
3434,,Norway,2020-03-05T17:43:03,87.0,0.0,0.0,60.472,8.4689
3435,,Netherlands,2020-03-05T14:23:03,82.0,0.0,0.0,52.1326,5.2913
3436,Xinjiang,Mainland China,2020-03-05T06:03:08,76.0,3.0,70.0,41.1129,85.2401
3438,Ningxia,Mainland China,2020-03-04T01:33:07,75.0,0.0,69.0,37.2692,106.1655
3440,,Bahrain,2020-03-05T13:53:03,55.0,0.0,0.0,26.0275,50.55
3441,"King County, WA",US,2020-03-05T22:03:17,51.0,10.0,1.0,47.548,-121.9836
3442,,Belgium,2020-03-05T13:53:03,50.0,0.0,1.0,50.8333,4.0
3443,,Malaysia,2020-03-04T13:03:08,50.0,0.0,22.0,2.5,112.5
3444,,Thailand,2020-03-05T06:23:06,47.0,1.0,31.0,15.0,101.0
3446,Taiwan,Taiwan,2020-03-05T14:53:03,44.0,1.0,12.0,23.7,121.0
3447,,Austria,2020-03-05T17:53:02,41.0,0.0,0.0,47.5162,14.5501
3448,,Iraq,2020-03-04T20:43:02,35.0,2.0,0.0,33.0,44.0
3449,,Iceland,2020-03-05T13:53:03,34.0,0.0,0.0,64.9631,-19.0208
3450,,Greece,2020-03-05T14:23:03,31.0,0.0,0.0,39.0742,21.8243
3451,,India,2020-03-05T13:53:03,30.0,0.0,3.0,21.0,78.0
3453,New South Wales,Australia,2020-03-04T20:43:03,22.0,1.0,4.0,-33.8688,151.2093
3454,"Toronto, ON",Canada,2020-03-05T17:53:03,21.0,0.0,2.0,43.6532,-79.3832
3458,"Snohomish County, WA",US,2020-03-05T20:23:07,18.0,1.0,0.0,48.033,-121.8339
3459,"Westchester County, NY",US,2020-03-05T21:33:03,18.0,0.0,0.0,41.122,-73.7949
3460,,Israel,2020-03-05T17:53:02,16.0,0.0,1.0,31.0,35.0
3461,,Lebanon,2020-03-05T17:53:02,16.0,0.0,1.0,33.8547,35.8623
3465,British Columbia,Canada,2020-03-05T04:43:03,13.0,0.0,3.0,49.2827,-123.1207
3467,,Algeria,2020-03-04T19:33:03,12.0,0.0,0.0,28.0339,1.6596
3468,,Czech Republic,2020-03-05T17:53:02,12.0,0.0,0.0,49.8175,15.473
3469,,Finland,2020-03-05T13:53:03,12.0,0.0,1.0,64.0,26.0
3470,"Los Angeles, CA",US,2020-03-05T21:03:14,11.0,0.0,0.0,34.0522,-118.2437
3472,,Croatia,2020-03-04T16:53:02,10.0,0.0,0.0,45.1667,15.5
3473,,Denmark,2020-03-04T00:03:15,10.0,0.0,0.0,56.2639,9.5018
3474,Macau,Macau,2020-03-03T12:33:02,10.0,0.0,9.0,22.1667,113.55
3475,,Portugal,2020-03-05T13:53:03,8.0,0.0,0.0,39.3999,-8.2245
3479,,Ireland,2020-03-04T21:13:07,6.0,0.0,0.0,53.1424,-7.6921
3480,,Romania,2020-03-05T06:23:06,6.0,0.0,1.0,46.0,25.0
3481,South Australia,Australia,2020-03-04T21:03:07,5.0,0.0,2.0,-34.9285,138.6007
3482,,Mexico,2020-03-03T10:03:04,5.0,0.0,1.0,23.0,-102.0
3483,,Pakistan,2020-03-03T04:33:03,5.0,0.0,0.0,30.3753,69.3451
3486,,Brazil,2020-03-04T20:33:02,4.0,0.0,0.0,-14.235,-51.9253
3489,,Palestine,2020-03-05T13:53:03,4.0,0.0,0.0,31.9522,35.2332
3490,,Russia,2020-03-05T13:53:03,4.0,0.0,2.0,60.0,90.0
3492,"New York City, NY",US,2020-03-05T21:03:13,4.0,0.0,0.0,40.7128,-74.006
3494,,Egypt,2020-03-05T13:53:03,3.0,0.0,1.0,26.0,30.0
3495,,Estonia,2020-03-05T13:53:03,3.0,0.0,0.0,58.5953,25.0136
3496,,New Zealand,2020-03-04T20:13:11,3.0,0.0,0.0,-40.9006,174.886
3497,,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,13.0,122.0
3504,,Indonesia,2020-03-02T18:03:04,2.0,0.0,0.0,-0.7893,113.9213
3506,,Slovenia,2020-03-05T17:13:30,2.0,0.0,0.0,46.1512,14.9955
3510,"Harris County, TX",US,2020-03-05T21:53:02,2.0,0.0,0.0,29.7752,-95.3103
3512,"Placer County, CA",US,2020-03-04T19:53:02,2.0,1.0,0.0,39.0916,-120.8039
3521,,Argentina,2020-03-04T01:33:07,1.0,0.0,0.0,-38.4161,-63.6167
3523,Northern Territory,Australia,2020-03-04T19:43:02,1.0,0.0,0.0,-12.4634,130.8456
3527,,Dominican Republic,2020-03-02T16:33:02,1.0,0.0,0.0,18.7357,-70.1627
3534,,Luxembourg,2020-03-03T00:23:16,1.0,0.0,0.0,49.8144,6.1317
3539,,North Macedonia,2020-02-27T16:23:03,1.0,0.0,0.0,41.6086,21.7453
3540,,Poland,2020-03-04T15:13:18,1.0,0.0,0.0,51.9194,19.1451
3541,,South Africa,2020-03-05T13:53:03,1.0,0.0,0.0,-30.5595,22.9375
3544," Norfolk County, MA",US,2020-03-03T14:33:03,1.0,0.0,0.0,42.1767,-71.1449
3546,"Boston, MA",US,2020-02-28T21:13:12,1.0,0.0,1.0,42.3601,-71.0589
3548,"Contra Costa County, CA",US,2020-03-04T04:23:05,1.0,0.0,0.0,37.8534,-121.9018
3553,"Maricopa County, AZ",US,2020-03-03T17:33:02,1.0,0.0,0.0,33.2918,-112.4291
3554,"Queens County, NY",US,2020-03-05T21:43:02,1.0,0.0,0.0,40.7282,-73.7949
3568,Hubei,Mainland China,2020-03-06T14:23:04,67592.0,2931.0,42033.0,30.9756,112.2707
3569,,South Korea,2020-03-06T13:33:03,6593.0,42.0,135.0,36.0,128.0
3570,,Iran,2020-03-06T12:23:04,4747.0,124.0,913.0,32.0,53.0
3571,,Italy,2020-03-06T17:33:03,4636.0,197.0,523.0,43.0,12.0
3572,Guangdong,Mainland China,2020-03-06T12:53:03,1352.0,7.0,1216.0,23.3417,113.4244
3573,Henan,Mainland China,2020-03-06T12:43:03,1272.0,22.0,1244.0,33.882,113.614
3574,Zhejiang,Mainland China,2020-03-06T10:23:03,1215.0,1.0,1147.0,29.1832,120.0934
3575,Hunan,Mainland China,2020-03-06T11:03:10,1018.0,4.0,955.0,27.6104,111.7088
3577,Jiangxi,Mainland China,2020-03-06T14:23:04,935.0,1.0,909.0,27.614,115.7221
3578,Shandong,Mainland China,2020-03-06T11:03:10,758.0,6.0,618.0,36.3427,118.1498
3580,,Germany,2020-03-06T17:53:03,670.0,0.0,17.0,51.0,9.0
3581,,France,2020-03-06T20:13:13,653.0,9.0,12.0,47.0,2.0
3582,Jiangsu,Mainland China,2020-03-06T10:23:03,631.0,0.0,594.0,32.9711,119.455
3583,Chongqing,Mainland China,2020-03-06T11:03:10,576.0,6.0,513.0,30.0572,107.874
3584,Sichuan,Mainland China,2020-03-06T12:53:03,539.0,3.0,442.0,30.6171,102.7103
3585,Heilongjiang,Mainland China,2020-03-06T14:23:04,481.0,13.0,396.0,47.862,127.7615
3586,Beijing,Mainland China,2020-03-06T12:53:03,422.0,8.0,299.0,40.1824,116.4142
3587,,Japan,2020-03-06T20:13:13,420.0,6.0,46.0,36.0,138.0
3588,,Spain,2020-03-06T20:13:13,400.0,5.0,2.0,40.0,-4.0
3589,Shanghai,Mainland China,2020-03-06T06:03:13,342.0,3.0,306.0,31.202,121.4491
3590,Hebei,Mainland China,2020-03-06T03:23:06,318.0,6.0,305.0,38.0428,114.5149
3591,Fujian,Mainland China,2020-03-06T12:53:03,296.0,1.0,284.0,26.0789,117.9874
3592,Guangxi,Mainland China,2020-03-06T00:33:02,252.0,2.0,217.0,23.8298,108.7881
3594,,Switzerland,2020-03-06T15:23:19,214.0,1.0,3.0,46.8182,8.2275
3597,,UK,2020-03-06T15:33:03,163.0,2.0,8.0,55.0,-3.0
3598,Guizhou,Mainland China,2020-03-02T01:13:06,146.0,2.0,114.0,26.8154,106.8748
3601,,Singapore,2020-03-06T13:03:12,130.0,0.0,78.0,1.2833,103.8333
3602,,Netherlands,2020-03-06T13:23:06,128.0,1.0,0.0,52.1326,5.2913
3603,Liaoning,Mainland China,2020-03-03T14:33:03,125.0,1.0,106.0,41.2956,122.6085
3604,Gansu,Mainland China,2020-03-06T14:43:15,119.0,2.0,87.0,36.0611,103.8343
3605,,Belgium,2020-03-06T12:33:03,109.0,0.0,1.0,50.8333,4.0
3606,,Norway,2020-03-06T16:33:04,108.0,0.0,0.0,60.472,8.4689
3607,Hong Kong,Hong Kong,2020-03-06T23:13:06,107.0,2.0,46.0,22.3,114.2
3608,,Sweden,2020-03-06T13:03:12,101.0,0.0,0.0,63.0,16.0
3610,,Malaysia,2020-03-06T12:33:03,83.0,0.0,22.0,2.5,112.5
3611,Xinjiang,Mainland China,2020-03-06T05:53:03,76.0,3.0,71.0,41.1129,85.2401
3612,Inner Mongolia,Mainland China,2020-03-05T23:53:01,75.0,1.0,65.0,44.0935,113.9448
3614,,Bahrain,2020-03-06T15:33:03,60.0,0.0,4.0,26.0275,50.55
3615,,Kuwait,2020-03-05T13:43:04,58.0,0.0,0.0,29.5,47.75
3616,"King County, WA",US,2020-03-06T23:13:07,58.0,12.0,1.0,47.548,-121.9836
3617,,Austria,2020-03-06T16:33:04,55.0,0.0,0.0,47.5162,14.5501
3618,,Thailand,2020-03-06T08:33:03,48.0,1.0,31.0,15.0,101.0
3619,,Greece,2020-03-06T13:03:12,45.0,0.0,0.0,39.0742,21.8243
3622,,Iceland,2020-03-06T15:33:03,43.0,0.0,0.0,64.9631,-19.0208
3623,,Iraq,2020-03-06T13:23:06,40.0,3.0,0.0,33.0,44.0
3624,,India,2020-03-06T13:03:12,31.0,0.0,3.0,21.0,78.0
3625,,United Arab Emirates,2020-03-05T23:53:02,29.0,0.0,5.0,24.0,54.0
3626,New South Wales,Australia,2020-03-06T04:53:02,26.0,1.0,4.0,-33.8688,151.2093
3627,"Toronto, ON",Canada,2020-03-06T20:53:02,24.0,0.0,2.0,43.6532,-79.3832
3630,British Columbia,Canada,2020-03-06T04:43:03,21.0,0.0,3.0,49.2827,-123.1207
3632,,San Marino,2020-03-05T13:53:03,21.0,1.0,0.0,43.9424,12.4578
3633,"Santa Clara, CA",US,2020-03-05T22:53:03,20.0,0.0,1.0,37.3541,-121.9552
3634,"Snohomish County, WA",US,2020-03-06T23:13:07,19.0,1.0,0.0,48.033,-121.8339
3635,"Westchester County, NY",US,2020-03-06T15:43:03,19.0,0.0,0.0,41.122,-73.7949
3636,,Czech Republic,2020-03-06T16:33:04,18.0,0.0,0.0,49.8175,15.473
